,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,25,7,1,78,19,59,82
1,2,Man City,32,15,17,25,2,5,81,23,58,77
3,3,Arsenal,33,16,17,18,8,7,64,42,22,62
5,4,Chelsea,33,16,17,18,8,7,57,36,21,62
4,5,Man Utd,32,17,15,18,8,6,62,43,19,62
2,6,Spurs,33,17,16,20,1,12,59,39,20,61
6,7,Wolves,33,16,17,13,9,11,41,39,2,48
7,8,Watford,33,17,16,13,8,12,49,51,-2,47
9,9,Leicester,33,17,16,13,6,14,44,44,0,45
10,10,Everton,33,16,17,12,8,13,44,42,2,44
8,11,West Ham,33,16,17,12,7,14,43,49,-6,43
11,12,Bournemouth,33,16,17,12,6,15,48,57,-9,42
13,13,Crystal Palace,33,17,16,11,6,16,42,44,-2,39
14,14,Brighton,33,17,16,11,6,16,37,50,-13,39
12,15,Newcastle,33,16,17,9,9,15,33,45,-12,36
16,16,Burnley,33,17,16,9,6,18,37,63,-26,33
17,17,Cardiff,33,16,17,9,5,19,32,62,-30,32
15,18,Southampton,33,17,16,7,10,16,37,58,-21,31
18,19,Fulham,33,17,16,5,5,23,32,73,-41,20
19,20,Huddersfield,33,16,17,4,5,24,19,60,-41,17
