,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,31,2,5,101,29,72,95
0,2,Liverpool,37,19,18,28,8,1,86,22,64,92
4,3,Man Utd,37,19,18,21,9,7,70,48,22,72
2,4,Spurs,37,19,18,23,1,13,70,48,22,70
3,5,Arsenal,38,19,19,20,9,9,71,48,23,69
5,6,Chelsea,37,18,19,19,9,9,59,41,18,66
6,7,Wolves,37,18,19,15,9,13,48,47,1,54
7,8,Watford,37,19,18,14,11,12,53,53,0,53
9,9,Leicester,37,19,18,15,6,16,49,52,-3,51
10,10,Everton,37,18,19,13,10,14,46,44,2,49
13,11,Crystal Palace,38,19,19,14,7,17,48,48,0,49
11,12,Bournemouth,38,19,19,13,6,19,53,67,-14,45
14,13,Brighton,38,19,19,13,6,19,42,58,-16,45
8,14,West Ham,37,18,19,12,7,18,44,55,-11,43
12,15,Newcastle,37,18,19,11,9,17,41,51,-10,42
15,16,Southampton,37,19,18,9,10,18,44,66,-22,37
17,17,Cardiff,37,18,19,10,6,21,42,71,-29,36
16,18,Burnley,38,19,19,10,6,22,42,74,-32,36
18,19,Fulham,37,19,18,6,6,25,37,80,-43,24
19,20,Huddersfield,37,18,19,4,7,26,22,66,-44,19
