,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,29,2,5,95,28,67,89
0,2,Liverpool,36,18,18,26,9,1,82,24,58,87
2,3,Spurs,37,19,18,25,2,10,73,40,33,77
4,4,Man Utd,36,18,18,21,8,7,75,49,26,71
3,5,Arsenal,37,18,19,20,8,9,72,51,21,68
5,6,Chelsea,37,18,19,20,6,11,65,46,19,66
9,7,Leicester,36,18,18,14,8,14,49,46,3,50
14,8,Brighton,37,19,18,14,7,16,42,47,-5,49
13,9,Crystal Palace,37,19,18,14,6,17,49,49,0,48
6,10,Wolves,36,18,18,12,11,13,43,45,-2,47
10,11,Everton,37,18,19,13,8,16,51,54,-3,47
7,12,Watford,37,19,18,12,10,15,43,56,-13,46
8,13,West Ham,36,18,18,12,9,15,45,56,-11,45
11,14,Bournemouth,37,18,19,12,5,20,48,67,-19,41
12,15,Newcastle,36,18,18,9,12,15,32,42,-10,39
15,16,Southampton,36,18,18,9,12,15,44,58,-14,39
16,17,Burnley,37,19,18,9,7,21,37,69,-32,34
17,18,Cardiff,37,18,19,9,5,23,34,72,-38,32
18,19,Fulham,36,18,18,6,7,23,33,73,-40,25
19,20,Huddersfield,36,18,18,5,6,25,22,62,-40,21
