,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,28,2,4,90,21,69,86
0,2,Liverpool,34,17,17,24,7,3,72,22,50,79
2,3,Spurs,35,18,17,23,2,10,63,37,26,71
3,4,Arsenal,34,17,17,21,6,7,74,44,30,69
5,5,Chelsea,34,17,17,20,6,8,56,37,19,66
4,6,Man Utd,33,17,16,18,7,8,62,45,17,61
8,7,West Ham,34,17,17,14,6,14,46,50,-4,48
6,8,Wolves,34,17,17,13,8,13,42,40,2,47
9,9,Leicester,34,17,17,14,5,15,45,47,-2,47
7,10,Watford,34,17,17,13,8,13,45,49,-4,47
10,11,Everton,34,17,17,11,7,16,45,51,-6,40
14,12,Brighton,34,17,17,11,7,16,39,48,-9,40
11,13,Bournemouth,34,17,17,11,6,17,46,61,-15,39
15,14,Southampton,34,17,17,10,9,15,40,55,-15,39
12,15,Newcastle,34,17,17,10,8,16,36,47,-11,38
13,16,Crystal Palace,34,17,17,10,7,17,40,46,-6,37
16,17,Burnley,34,17,17,9,7,18,41,65,-24,34
17,18,Cardiff,34,17,17,10,4,20,34,67,-33,34
18,19,Fulham,34,17,17,5,6,23,31,72,-41,21
19,20,Huddersfield,34,17,17,3,6,25,20,63,-43,15
