,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,2,5,92,25,67,83
0,2,Liverpool,34,17,17,24,7,3,77,23,54,79
2,3,Spurs,35,18,17,24,1,10,66,40,26,73
3,4,Arsenal,35,17,18,20,7,8,73,49,24,67
4,5,Man Utd,34,18,16,19,8,7,66,46,20,65
5,6,Chelsea,34,17,17,18,7,9,54,41,13,61
6,7,Wolves,35,17,18,16,8,11,47,38,9,56
7,8,Watford,35,18,17,15,7,13,52,53,-1,52
9,9,Leicester,35,18,17,14,6,15,47,49,-2,48
8,10,West Ham,35,17,18,13,8,14,45,50,-5,47
11,11,Bournemouth,35,17,18,12,7,16,47,60,-13,43
10,12,Everton,35,17,18,11,9,15,46,49,-3,42
13,13,Crystal Palace,35,18,17,11,6,18,45,50,-5,39
12,14,Newcastle,35,17,18,10,9,16,36,49,-13,39
14,15,Brighton,35,18,17,10,7,18,37,48,-11,37
16,16,Burnley,34,17,17,10,6,18,37,60,-23,36
15,17,Southampton,35,18,17,8,9,18,38,60,-22,33
17,18,Cardiff,34,17,17,9,5,20,28,63,-35,32
18,19,Fulham,35,18,17,6,6,23,38,78,-40,24
19,20,Huddersfield,35,17,18,5,5,25,23,63,-40,20
