,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,28,2,6,87,28,59,86
0,2,Liverpool,36,18,18,26,7,3,84,23,61,85
2,3,Spurs,37,19,18,24,2,11,73,42,31,74
3,4,Arsenal,37,18,19,21,8,8,76,54,22,71
5,5,Chelsea,37,18,19,19,10,8,58,39,19,67
4,6,Man Utd,36,18,18,18,11,7,61,43,18,65
9,7,Leicester,36,18,18,16,6,14,54,48,6,54
7,8,Watford,37,19,18,14,11,12,56,55,1,53
6,9,Wolves,36,18,18,14,10,12,46,43,3,52
14,10,Brighton,37,19,18,13,8,16,45,51,-6,47
10,11,Everton,36,18,18,12,10,14,47,46,1,46
8,12,West Ham,36,18,18,12,9,15,44,52,-8,45
11,13,Bournemouth,37,18,19,12,8,17,49,63,-14,44
13,14,Crystal Palace,37,19,18,12,6,19,46,50,-4,42
15,15,Southampton,36,18,18,9,10,17,39,61,-22,37
12,16,Newcastle,36,18,18,9,9,18,33,49,-16,36
16,17,Burnley,36,18,18,9,8,19,42,67,-25,35
17,18,Cardiff,37,18,19,9,6,22,33,72,-39,33
18,19,Fulham,36,18,18,5,9,22,35,75,-40,24
19,20,Huddersfield,36,18,18,4,6,26,25,72,-47,18
