,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,28,7,1,85,22,63,91
1,2,Man City,36,18,18,26,4,6,87,29,58,82
3,3,Arsenal,37,18,19,22,7,8,73,46,27,74
2,4,Spurs,37,19,18,23,3,11,66,39,27,72
4,5,Man Utd,36,18,18,19,10,7,65,45,20,69
5,6,Chelsea,36,18,18,18,9,9,59,45,14,64
6,7,Wolves,36,18,18,14,9,13,46,44,2,64
7,8,Watford,36,18,18,15,9,12,55,51,4,55
9,9,Leicester,36,18,18,15,6,15,48,47,1,52
8,10,West Ham,36,18,18,13,8,15,45,51,-6,48
10,11,Everton,36,18,18,13,7,16,48,49,-1,47
13,12,Crystal Palace,37,19,18,12,7,18,45,49,-4,45
11,13,Bournemouth,37,18,19,12,7,18,48,66,-18,45
14,14,Brighton,37,19,18,11,9,17,39,50,-11,42
12,15,Newcastle,36,18,18,10,8,18,35,50,-15,41
16,16,Burnley,36,18,18,11,7,18,46,65,-19,40
15,17,Southampton,36,18,18,8,10,18,40,65,-25,37
17,18,Cardiff,37,18,19,10,6,21,36,71,-35,36
18,19,Fulham,36,18,18,6,6,24,36,77,-41,24
19,20,Huddersfield,36,18,18,4,7,25,23,64,-41,19
