,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,35,17,18,28,2,5,93,26,67,86
0,2,Liverpool,36,18,18,26,7,3,78,22,56,85
2,3,Spurs,35,18,17,23,1,11,64,40,24,70
4,4,Man Utd,35,18,17,20,7,8,65,44,21,69
5,5,Chelsea,35,17,18,20,7,8,61,35,26,68
3,6,Arsenal,35,17,18,20,7,8,70,46,24,68
6,7,Wolves,35,17,18,14,10,11,48,42,6,65
7,8,Watford,35,18,17,15,7,13,51,48,3,53
10,9,Everton,35,17,18,14,8,13,52,45,7,51
9,10,Leicester,35,18,17,14,6,15,47,48,-1,49
11,11,Bournemouth,35,17,18,14,5,16,50,59,-9,49
8,12,West Ham,35,17,18,13,7,15,44,52,-8,47
15,13,Southampton,35,18,17,10,10,15,39,52,-13,43
12,14,Newcastle,35,17,18,9,10,16,34,46,-12,40
14,15,Brighton,35,18,17,10,8,17,34,48,-14,38
13,16,Crystal Palace,35,18,17,9,8,18,37,48,-11,37
16,17,Burnley,35,18,17,9,7,19,40,71,-31,34
17,18,Cardiff,35,17,18,8,5,22,28,65,-37,29
18,19,Fulham,35,18,17,5,5,25,31,82,-51,20
19,20,Huddersfield,36,18,18,3,7,26,20,67,-47,16
