,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,7,2,73,24,49,79
1,2,Man City,32,15,17,25,3,4,83,22,61,78
2,3,Spurs,33,17,16,22,1,10,68,36,32,67
3,4,Arsenal,33,16,17,19,7,7,68,48,20,64
4,5,Man Utd,32,17,15,18,8,6,62,40,22,62
5,6,Chelsea,33,16,17,17,8,8,52,37,15,59
7,7,Watford,33,17,16,13,9,11,48,46,2,48
9,8,Leicester,34,17,17,14,6,14,46,44,2,48
6,9,Wolves,33,16,17,13,8,12,43,43,0,47
10,10,Everton,33,16,17,12,7,14,48,47,1,43
8,11,West Ham,33,16,17,12,7,14,43,49,-6,43
12,12,Newcastle,34,17,17,10,10,14,35,43,-8,40
11,13,Bournemouth,33,16,17,11,6,16,46,62,-16,39
14,14,Brighton,33,17,16,10,8,15,35,47,-12,38
13,15,Crystal Palace,33,17,16,10,6,17,40,46,-6,36
16,16,Burnley,33,17,16,9,7,17,41,62,-21,34
17,17,Cardiff,33,16,17,9,5,19,32,61,-29,32
15,18,Southampton,33,17,16,7,10,16,35,57,-22,31
18,19,Fulham,33,17,16,4,6,23,31,75,-44,18
19,20,Huddersfield,33,16,17,4,5,24,19,59,-40,17
