,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,3,4,91,22,69,84
0,2,Liverpool,34,17,17,25,7,2,77,27,50,82
2,3,Spurs,35,18,17,22,2,11,68,40,28,68
3,4,Arsenal,35,17,18,20,7,8,72,51,21,67
4,5,Man Utd,33,17,16,18,9,6,62,40,22,63
5,6,Chelsea,34,17,17,17,8,9,55,41,14,59
7,7,Watford,35,18,17,15,9,11,55,47,8,54
9,8,Leicester,34,17,17,14,6,14,46,44,2,48
6,9,Wolves,34,17,17,13,8,13,43,45,-2,47
10,10,Everton,34,17,17,13,7,14,51,47,4,46
8,11,West Ham,34,17,17,12,8,14,43,49,-6,44
11,12,Bournemouth,35,17,18,12,6,17,50,65,-15,42
12,13,Newcastle,34,17,17,10,10,14,35,43,-8,40
14,14,Brighton,34,17,17,10,8,16,36,50,-14,38
13,15,Crystal Palace,35,18,17,10,6,19,41,53,-12,36
17,16,Cardiff,34,17,17,10,5,19,34,61,-27,35
15,17,Southampton,34,17,17,8,10,16,37,57,-20,34
16,18,Burnley,34,17,17,9,7,18,41,64,-23,34
18,19,Fulham,35,18,17,5,6,24,33,79,-46,21
19,20,Huddersfield,35,17,18,4,6,25,19,64,-45,18
