,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,27,3,6,93,26,67,84
0,2,Liverpool,36,18,18,25,8,3,80,32,48,83
3,3,Arsenal,37,18,19,22,7,8,76,52,24,73
4,4,Man Utd,36,18,18,21,9,6,68,41,27,72
2,5,Spurs,37,19,18,23,2,12,71,43,28,71
5,6,Chelsea,37,18,19,19,8,10,63,46,17,65
7,7,Watford,37,19,18,16,9,12,58,52,6,57
6,8,Wolves,36,18,18,14,8,14,44,46,-2,50
10,9,Everton,36,18,18,14,7,15,54,51,3,49
9,10,Leicester,36,18,18,14,6,16,47,48,-1,48
8,11,West Ham,36,18,18,13,8,15,46,53,-7,47
11,12,Bournemouth,37,18,19,13,6,18,54,70,-16,45
12,13,Newcastle,36,18,18,10,11,15,35,47,-12,41
15,14,Southampton,36,18,18,10,10,16,46,58,-12,40
17,15,Cardiff,37,18,19,11,7,19,38,63,-25,40
14,16,Brighton,37,19,18,10,9,18,37,54,-17,39
13,17,Crystal Palace,37,19,18,10,7,20,42,56,-14,37
16,18,Burnley,36,18,18,10,7,19,45,68,-23,37
18,19,Fulham,36,18,18,5,7,24,35,81,-46,22
19,20,Huddersfield,36,18,18,4,7,25,22,67,-45,19
