,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,27,5,6,95,28,67,86
0,2,Liverpool,37,19,18,26,8,3,81,32,49,86
3,3,Arsenal,38,19,19,23,7,8,80,52,28,76
4,4,Man Utd,37,19,18,21,9,7,68,43,25,72
2,5,Spurs,37,19,18,23,2,12,71,43,28,71
5,6,Chelsea,37,18,19,19,8,10,63,46,17,65
7,7,Watford,37,19,18,16,9,12,58,52,6,57
10,8,Everton,37,18,19,14,8,15,55,52,3,50
6,9,Wolves,37,18,19,14,8,15,44,47,-3,50
8,10,West Ham,37,18,19,14,8,15,49,55,-6,50
9,11,Leicester,37,19,18,14,7,16,49,50,-1,49
11,12,Bournemouth,37,18,19,13,6,18,54,70,-16,45
12,13,Newcastle,37,18,19,10,11,16,35,48,-13,41
15,14,Southampton,37,19,18,10,10,17,48,61,-13,40
14,15,Brighton,38,19,19,10,10,18,37,54,-17,40
17,16,Cardiff,37,18,19,11,7,19,38,63,-25,40
16,17,Burnley,38,19,19,10,8,20,46,73,-27,38
13,18,Crystal Palace,37,19,18,10,7,20,42,56,-14,37
18,19,Fulham,37,19,18,6,7,24,36,81,-45,25
19,20,Huddersfield,37,18,19,5,7,25,24,67,-43,22
