,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,27,2,7,88,28,60,83
0,2,Liverpool,36,18,18,24,9,3,76,25,51,81
2,3,Spurs,36,18,18,24,1,11,69,39,30,73
3,4,Arsenal,35,17,18,19,10,6,69,43,26,67
4,5,Man Utd,35,18,17,20,7,8,66,46,20,67
5,6,Chelsea,35,17,18,19,8,8,60,40,20,65
6,7,Wolves,36,18,18,15,10,11,46,42,4,55
7,8,Watford,36,18,18,15,8,13,53,49,4,53
9,9,Leicester,35,18,17,14,7,14,46,45,1,49
8,10,West Ham,36,18,18,14,7,15,48,52,-4,49
10,11,Everton,36,18,18,12,8,16,46,51,-5,44
14,12,Brighton,36,18,18,12,8,16,40,51,-11,44
11,13,Bournemouth,36,18,18,12,7,17,50,64,-14,43
12,14,Newcastle,36,18,18,10,10,16,34,46,-12,40
13,15,Crystal Palace,36,18,18,10,7,19,40,49,-9,37
17,16,Cardiff,36,18,18,10,7,19,36,66,-30,37
15,17,Southampton,36,18,18,9,9,18,40,62,-22,36
16,18,Burnley,36,18,18,8,9,19,39,67,-28,33
18,19,Fulham,36,18,18,8,5,23,39,74,-35,29
19,20,Huddersfield,36,18,18,3,7,26,18,64,-46,16
