,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,26,2,6,84,25,59,80
0,2,Liverpool,34,17,17,23,8,3,72,24,48,77
2,3,Spurs,35,18,17,24,1,10,67,36,31,73
3,4,Arsenal,35,17,18,19,10,6,69,43,26,67
5,5,Chelsea,34,17,17,18,8,8,58,40,18,62
4,6,Man Utd,33,17,16,18,7,8,62,45,17,61
6,7,Wolves,34,17,17,14,10,10,44,40,4,52
7,8,Watford,34,17,17,14,8,12,50,48,2,50
9,9,Leicester,34,17,17,14,6,14,45,44,1,48
8,10,West Ham,34,17,17,13,6,15,44,49,-5,45
10,11,Everton,34,17,17,12,8,14,46,47,-1,44
14,12,Brighton,34,17,17,11,7,16,37,49,-12,40
11,13,Bournemouth,34,17,17,11,7,16,47,62,-15,40
12,14,Newcastle,34,17,17,10,9,15,32,43,-11,39
13,15,Crystal Palace,35,18,17,9,7,19,38,49,-11,34
17,16,Cardiff,34,17,17,9,7,18,32,61,-29,34
15,17,Southampton,34,17,17,8,9,17,38,59,-21,33
16,18,Burnley,34,17,17,8,9,17,38,62,-24,33
18,19,Fulham,34,17,17,7,5,22,36,70,-34,26
19,20,Huddersfield,34,17,17,3,6,25,18,61,-43,15
