,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,8,1,86,22,64,89
1,2,Man City,36,18,18,27,4,5,86,25,61,85
5,3,Chelsea,37,18,19,21,7,9,61,39,22,71
4,4,Man Utd,36,18,18,19,9,8,61,43,18,68
3,5,Arsenal,37,18,19,20,6,11,68,52,16,67
2,6,Spurs,37,19,18,21,3,13,63,42,21,66
6,7,Wolves,36,18,18,14,10,12,46,41,5,65
7,8,Watford,37,19,18,17,7,13,52,50,2,59
10,9,Everton,37,18,19,14,7,16,51,50,1,50
8,10,West Ham,36,18,18,13,9,14,48,53,-5,49
9,11,Leicester,36,18,18,13,8,15,47,47,0,48
11,12,Bournemouth,37,18,19,13,7,17,49,64,-15,48
14,13,Brighton,37,19,18,13,8,16,42,48,-6,47
13,14,Crystal Palace,37,19,18,11,10,16,45,47,-2,45
12,15,Newcastle,36,18,18,10,10,16,37,48,-11,43
15,16,Southampton,36,18,18,8,9,19,42,66,-24,36
16,17,Burnley,37,19,18,9,8,20,39,67,-28,35
17,18,Cardiff,37,18,19,9,8,20,32,65,-33,35
18,19,Fulham,36,18,18,6,6,24,37,79,-42,24
19,20,Huddersfield,36,18,18,5,6,25,22,66,-44,21
