,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,26,7,1,80,21,59,85
1,2,Man City,34,16,18,25,4,5,83,25,58,79
2,3,Spurs,35,18,17,21,2,12,62,40,22,65
4,4,Man Utd,34,18,16,18,9,7,60,41,19,65
5,5,Chelsea,34,17,17,19,7,8,57,38,19,65
6,6,Wolves,35,17,18,14,10,11,46,40,6,65
3,7,Arsenal,35,17,18,19,6,10,67,48,19,64
7,8,Watford,35,18,17,16,7,12,51,49,2,56
8,9,West Ham,35,17,18,13,8,14,47,52,-5,48
10,10,Everton,35,17,18,13,7,15,49,48,1,47
14,11,Brighton,35,18,17,13,7,15,42,47,-5,46
9,12,Leicester,35,18,17,12,8,15,43,47,-4,45
13,13,Crystal Palace,35,18,17,11,9,15,43,44,-1,44
12,14,Newcastle,35,17,18,10,9,16,37,48,-11,42
11,15,Bournemouth,35,17,18,11,7,17,46,63,-17,42
15,16,Southampton,35,18,17,8,9,18,41,64,-23,36
16,17,Burnley,34,17,17,8,8,18,38,63,-25,32
17,18,Cardiff,34,17,17,9,5,20,29,62,-33,32
18,19,Fulham,35,18,17,6,5,24,35,77,-42,23
19,20,Huddersfield,35,17,18,5,6,24,21,60,-39,21
