,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,28,4,6,96,30,66,88
0,2,Liverpool,38,19,19,27,7,4,83,25,58,88
2,3,Spurs,37,19,18,25,2,10,75,43,32,77
3,4,Arsenal,38,19,19,23,7,8,83,50,33,76
5,5,Chelsea,38,19,19,20,9,9,62,46,16,69
4,6,Man Utd,37,19,18,19,10,8,70,49,21,67
6,7,Wolves,38,19,19,17,9,12,50,41,9,60
7,8,Watford,37,19,18,16,8,13,55,55,0,56
10,9,Everton,37,18,19,15,8,14,52,46,6,53
9,10,Leicester,38,19,19,15,5,18,53,57,-4,50
13,11,Crystal Palace,38,19,19,14,6,18,50,52,-2,48
14,12,Brighton,38,19,19,13,9,16,44,52,-8,48
8,13,West Ham,37,18,19,12,9,16,50,60,-10,45
11,14,Bournemouth,38,19,19,13,5,20,51,71,-20,44
12,15,Newcastle,38,19,19,11,9,18,38,56,-18,42
16,16,Burnley,38,19,19,11,8,19,48,73,-25,41
15,17,Southampton,37,19,18,8,10,19,38,62,-24,34
17,18,Cardiff,37,18,19,9,4,24,32,68,-36,31
18,19,Fulham,38,19,19,5,7,26,34,82,-48,22
19,20,Huddersfield,37,18,19,4,6,27,21,67,-46,18
