,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,7,2,83,25,58,88
1,2,Man City,35,17,18,25,4,6,81,25,56,79
3,3,Arsenal,35,17,18,22,6,7,73,46,27,72
4,4,Man Utd,35,18,17,20,8,7,67,47,20,68
2,5,Spurs,35,18,17,22,1,12,66,39,27,67
5,6,Chelsea,35,17,18,18,8,9,59,42,17,62
7,7,Watford,35,18,17,16,7,12,54,49,5,55
10,8,Everton,35,17,18,13,7,15,50,47,3,46
8,9,West Ham,35,17,18,13,7,15,44,52,-8,46
6,10,Wolves,35,17,18,12,9,14,42,46,-4,45
14,11,Brighton,35,18,17,12,8,15,43,49,-6,44
12,12,Newcastle,35,17,18,12,8,15,35,43,-8,44
9,13,Leicester,35,18,17,12,7,16,41,46,-5,43
11,14,Bournemouth,35,17,18,11,6,18,45,66,-21,39
16,15,Burnley,35,18,17,11,6,18,44,65,-21,39
13,16,Crystal Palace,35,18,17,10,8,17,39,45,-6,38
17,17,Cardiff,35,17,18,10,6,19,32,62,-30,36
15,18,Southampton,35,18,17,7,11,17,37,56,-19,32
18,19,Fulham,35,18,17,7,5,23,35,73,-38,26
19,20,Huddersfield,36,18,18,3,7,26,23,70,-47,16
