,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,38,19,19,29,7,2,87,27,60,94
1,2,Man City,38,19,19,27,4,7,85,27,58,85
3,3,Arsenal,38,19,19,24,6,8,82,49,33,78
2,4,Spurs,37,19,18,23,2,12,70,42,28,71
4,5,Man Utd,37,19,18,21,8,8,72,50,22,71
5,6,Chelsea,38,19,19,20,9,9,67,45,22,69
7,7,Watford,37,19,18,17,8,12,57,51,6,59
12,8,Newcastle,38,19,19,13,9,16,38,46,-8,48
10,9,Everton,37,18,19,13,8,16,51,51,0,47
14,10,Brighton,38,19,19,13,8,17,46,54,-8,47
9,11,Leicester,38,19,19,13,7,18,45,52,-7,46
8,12,West Ham,37,18,19,13,7,17,45,56,-11,46
13,13,Crystal Palace,38,19,19,12,9,17,44,45,-1,45
6,14,Wolves,38,19,19,12,9,17,44,51,-7,45
11,15,Bournemouth,38,19,19,11,8,19,49,72,-23,41
16,16,Burnley,38,19,19,11,7,20,45,73,-28,40
17,17,Cardiff,37,18,19,10,7,20,32,63,-31,37
15,18,Southampton,37,19,18,8,12,17,41,58,-17,36
18,19,Fulham,38,19,19,9,6,23,38,74,-36,33
19,20,Huddersfield,37,18,19,3,7,27,23,75,-52,16
