,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,26,3,5,85,26,59,81
0,2,Liverpool,34,17,17,24,8,2,74,22,52,80
3,3,Arsenal,35,17,18,21,6,8,71,45,26,70
2,4,Spurs,35,18,17,22,3,10,63,37,26,69
4,5,Man Utd,33,17,16,19,8,6,67,43,24,67
5,6,Chelsea,34,17,17,18,6,10,52,38,14,61
6,7,Wolves,34,17,17,13,9,12,43,43,0,61
7,8,Watford,34,17,17,14,9,11,50,48,2,52
8,9,West Ham,34,17,17,13,6,15,43,51,-8,46
12,10,Newcastle,34,17,17,11,8,15,37,45,-8,44
14,11,Brighton,34,17,17,12,7,15,37,44,-7,43
11,12,Bournemouth,34,17,17,12,5,17,44,59,-15,43
9,13,Leicester,34,17,17,12,5,17,42,48,-6,42
10,14,Everton,34,17,17,11,7,16,43,46,-3,41
13,15,Crystal Palace,35,18,17,10,7,18,42,48,-6,39
16,16,Burnley,34,17,17,10,7,17,38,60,-22,37
15,17,Southampton,34,17,17,7,11,16,36,55,-19,35
17,18,Cardiff,34,17,17,10,5,19,31,59,-28,35
18,19,Fulham,34,17,17,5,7,22,34,73,-39,22
19,20,Huddersfield,34,17,17,5,5,24,22,64,-42,20
