,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,37,18,19,29,3,5,95,28,67,90
0,2,Liverpool,37,19,18,25,11,1,75,20,55,86
5,3,Chelsea,37,18,19,22,8,7,61,37,24,74
2,4,Spurs,37,19,18,23,3,11,70,38,32,72
4,5,Man Utd,37,19,18,20,9,8,65,49,16,69
3,6,Arsenal,37,18,19,19,8,10,74,56,18,65
6,7,Wolves,37,18,19,14,12,11,51,44,7,54
9,8,Leicester,37,19,18,16,5,16,52,49,3,53
7,9,Watford,37,19,18,14,9,14,52,57,-5,51
11,10,Bournemouth,37,18,19,15,6,16,53,66,-13,51
14,11,Brighton,37,19,18,14,7,16,47,50,-3,49
10,12,Everton,37,18,19,13,9,15,55,53,2,48
8,13,West Ham,37,18,19,14,6,17,51,60,-9,48
13,14,Crystal Palace,37,19,18,12,8,17,46,48,-2,44
12,15,Newcastle,37,18,19,10,10,17,36,49,-13,40
15,16,Southampton,37,19,18,10,10,17,44,60,-16,40
16,17,Burnley,37,19,18,8,9,20,44,73,-29,33
17,18,Cardiff,37,18,19,9,4,24,33,73,-40,31
18,19,Fulham,37,19,18,5,6,26,38,85,-47,21
19,20,Huddersfield,37,18,19,3,7,27,22,69,-47,16
