,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,35,17,18,28,2,5,95,29,66,86
0,2,Liverpool,36,18,18,25,8,3,74,23,51,83
2,3,Spurs,36,18,18,23,2,11,67,39,28,71
3,4,Arsenal,35,17,18,20,8,7,71,45,26,68
4,5,Man Utd,35,18,17,20,8,7,67,47,20,68
5,6,Chelsea,35,17,18,18,9,8,55,38,17,63
6,7,Wolves,36,18,18,14,10,12,44,40,4,52
7,8,Watford,36,18,18,14,9,13,46,48,-2,51
9,9,Leicester,35,18,17,14,7,14,47,46,1,49
8,10,West Ham,36,18,18,13,9,14,47,52,-5,48
11,11,Bournemouth,36,18,18,13,7,16,50,60,-10,46
10,12,Everton,36,18,18,12,8,16,50,49,1,44
12,13,Newcastle,36,18,18,11,9,16,42,52,-10,42
14,14,Brighton,36,18,18,11,7,18,41,52,-11,40
16,15,Burnley,35,18,17,11,6,18,40,62,-22,39
13,16,Crystal Palace,36,18,18,10,7,19,39,55,-16,37
15,17,Southampton,36,18,18,8,11,17,37,57,-20,35
17,18,Cardiff,36,18,18,9,6,21,32,67,-35,33
18,19,Fulham,36,18,18,7,6,23,36,74,-38,27
19,20,Huddersfield,36,18,18,3,7,26,18,63,-45,16
