,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,33,16,17,26,2,5,86,24,62,80
0,2,Liverpool,33,17,16,24,7,2,71,20,51,79
2,3,Spurs,34,17,17,23,1,10,65,34,31,70
3,4,Arsenal,33,16,17,19,8,6,68,43,25,65
4,5,Man Utd,33,17,16,19,8,6,63,43,20,65
5,6,Chelsea,33,16,17,18,8,7,53,35,18,62
6,7,Wolves,34,17,17,13,9,12,41,39,2,48
9,8,Leicester,34,17,17,14,6,14,47,46,1,48
8,9,West Ham,34,17,17,13,7,14,47,52,-5,46
7,10,Watford,33,17,16,12,8,13,43,48,-5,44
11,11,Bournemouth,34,17,17,12,6,16,47,59,-12,42
10,12,Everton,34,17,17,11,8,15,46,47,-1,41
14,13,Brighton,34,17,17,11,7,16,39,47,-8,40
12,14,Newcastle,34,17,17,10,8,16,38,49,-11,38
13,15,Crystal Palace,34,17,17,10,7,17,38,48,-10,37
16,16,Burnley,34,17,17,10,6,18,38,61,-23,36
15,17,Southampton,34,17,17,8,9,17,35,55,-20,33
17,18,Cardiff,34,17,17,8,5,21,29,66,-37,29
18,19,Fulham,34,17,17,7,5,22,34,70,-36,26
19,20,Huddersfield,34,17,17,3,7,24,18,60,-42,16
