,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,37,19,18,27,9,1,81,20,61,90
1,2,Man City,37,18,19,28,3,6,96,31,65,87
2,3,Spurs,37,19,18,24,3,10,68,38,30,75
4,4,Man Utd,37,19,18,21,9,7,70,45,25,72
3,5,Arsenal,37,18,19,20,9,8,69,49,20,69
5,6,Chelsea,37,18,19,19,7,11,60,45,15,64
7,7,Watford,37,19,18,16,9,12,53,54,-1,57
6,8,Wolves,36,18,18,15,10,11,50,43,7,55
10,9,Everton,37,18,19,15,7,15,53,48,5,52
9,10,Leicester,37,19,18,14,7,16,46,48,-2,49
8,11,West Ham,36,18,18,13,8,15,43,50,-7,47
11,12,Bournemouth,37,18,19,13,6,18,50,63,-13,45
13,13,Crystal Palace,37,19,18,11,9,17,42,46,-4,42
15,14,Southampton,36,18,18,10,10,16,44,62,-18,40
12,15,Newcastle,37,18,19,10,9,18,36,49,-13,39
14,16,Brighton,37,19,18,10,7,20,40,57,-17,37
16,17,Burnley,37,19,18,10,7,20,43,69,-26,37
17,18,Cardiff,37,18,19,10,7,20,34,68,-34,37
18,19,Fulham,36,18,18,4,7,25,35,79,-44,19
19,20,Huddersfield,37,18,19,4,5,28,21,70,-49,17
