,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,35,17,18,27,4,4,85,24,61,85
0,2,Liverpool,36,18,18,25,9,2,75,22,53,84
2,3,Spurs,36,18,18,22,3,11,70,42,28,69
3,4,Arsenal,35,17,18,21,6,8,71,45,26,69
5,5,Chelsea,35,17,18,20,6,9,60,36,24,66
4,6,Man Utd,35,18,17,18,9,8,68,50,18,63
7,7,Watford,36,18,18,17,7,12,55,50,5,58
6,8,Wolves,36,18,18,15,9,12,44,42,2,54
8,9,West Ham,36,18,18,14,7,15,46,55,-9,49
9,10,Leicester,35,18,17,14,6,15,43,45,-2,48
10,11,Everton,36,18,18,13,8,15,53,52,1,47
12,12,Newcastle,36,18,18,12,9,15,38,43,-5,45
11,13,Bournemouth,36,18,18,13,5,18,50,64,-14,44
14,14,Brighton,36,18,18,11,8,17,40,51,-11,41
15,15,Southampton,36,18,18,10,9,17,41,60,-19,39
13,16,Crystal Palace,36,18,18,10,7,19,42,53,-11,37
17,17,Cardiff,36,18,18,10,6,20,31,61,-30,36
16,18,Burnley,35,18,17,8,6,21,37,69,-32,30
18,19,Fulham,36,18,18,4,8,24,33,77,-44,20
19,20,Huddersfield,36,18,18,4,6,26,22,63,-41,18
