,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,37,19,18,27,7,3,83,22,61,88
1,2,Man City,38,19,19,27,3,8,89,33,56,84
2,3,Spurs,37,19,18,24,3,10,69,40,29,75
3,4,Arsenal,38,19,19,21,8,9,71,47,24,71
4,5,Man Utd,37,19,18,20,9,8,68,51,17,69
5,6,Chelsea,37,18,19,20,8,9,61,47,14,68
6,7,Wolves,37,18,19,15,10,12,46,44,2,55
8,8,West Ham,37,18,19,15,7,15,47,52,-5,52
10,9,Everton,37,18,19,14,9,14,55,49,6,51
7,10,Watford,37,19,18,13,10,14,47,50,-3,49
9,11,Leicester,37,19,18,14,7,16,49,52,-3,49
11,12,Bournemouth,38,19,19,13,8,17,57,69,-12,47
12,13,Newcastle,37,18,19,12,9,16,43,46,-3,45
13,14,Crystal Palace,38,19,19,12,9,17,46,53,-7,45
15,15,Southampton,37,19,18,10,11,16,47,60,-13,41
14,16,Brighton,38,19,19,11,8,19,46,60,-14,41
16,17,Burnley,38,19,19,11,8,19,44,66,-22,41
17,18,Cardiff,37,18,19,9,6,22,34,68,-34,33
18,19,Fulham,37,19,18,4,8,25,33,82,-49,20
19,20,Huddersfield,37,18,19,4,6,27,21,65,-44,18
