,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,26,7,1,78,21,57,85
1,2,Man City,34,16,18,26,3,5,88,25,63,81
4,3,Man Utd,33,17,16,20,7,6,67,42,25,69
5,4,Chelsea,34,17,17,20,6,8,56,35,21,67
3,5,Arsenal,34,17,17,19,8,7,70,44,26,66
2,6,Spurs,35,18,17,21,2,12,61,43,18,65
6,7,Wolves,34,17,17,13,9,12,45,46,-1,61
9,8,Leicester,34,17,17,15,5,14,44,43,1,51
7,9,Watford,34,17,17,14,8,12,49,50,-1,51
10,10,Everton,34,17,17,13,7,14,49,48,1,47
8,11,West Ham,34,17,17,13,6,15,46,54,-8,46
13,12,Crystal Palace,34,17,17,12,7,15,44,44,0,45
11,13,Bournemouth,34,17,17,11,6,17,44,59,-15,41
14,14,Brighton,34,17,17,10,8,16,37,47,-10,38
12,15,Newcastle,34,17,17,9,8,17,32,47,-15,38
15,16,Southampton,34,17,17,8,9,17,39,59,-20,36
16,17,Burnley,34,17,17,9,7,18,41,66,-25,34
17,18,Cardiff,34,17,17,8,6,20,31,63,-32,30
18,19,Fulham,34,17,17,5,5,24,32,75,-43,20
19,20,Huddersfield,34,17,17,3,6,25,20,62,-42,15
