,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,25,7,1,76,21,55,82
1,2,Man City,32,15,17,25,2,5,81,23,58,77
5,3,Chelsea,33,16,17,20,6,7,56,33,23,67
4,4,Man Utd,32,17,15,19,7,6,65,42,23,66
3,5,Arsenal,33,16,17,19,7,7,69,43,26,65
2,6,Spurs,34,17,17,21,2,11,61,38,23,65
6,7,Wolves,33,16,17,13,9,11,45,43,2,61
9,8,Leicester,34,17,17,15,5,14,44,43,1,51
7,9,Watford,33,17,16,14,7,12,48,49,-1,50
8,10,West Ham,33,16,17,13,6,14,46,52,-6,46
13,11,Crystal Palace,33,17,16,12,6,15,42,42,0,44
10,12,Everton,33,16,17,12,7,14,47,47,0,44
11,13,Bournemouth,34,17,17,11,6,17,44,59,-15,41
14,14,Brighton,34,17,17,10,8,16,37,47,-10,38
12,15,Newcastle,34,17,17,9,8,17,32,47,-15,38
15,16,Southampton,33,17,16,7,9,17,36,59,-23,33
16,17,Burnley,33,17,16,9,6,18,39,64,-25,33
17,18,Cardiff,33,16,17,8,5,20,29,61,-32,29
18,19,Fulham,33,17,16,5,5,23,31,73,-42,20
19,20,Huddersfield,34,17,17,3,6,25,20,62,-42,15
