,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,75,22,53,80
1,2,Man City,32,15,17,25,3,4,80,21,59,78
3,3,Arsenal,33,16,17,20,6,7,68,42,26,67
4,4,Man Utd,32,17,15,18,8,6,64,42,22,64
2,5,Spurs,34,17,17,20,2,12,63,43,20,62
5,6,Chelsea,33,16,17,18,7,8,55,36,19,62
6,7,Wolves,33,16,17,12,8,13,41,46,-5,57
7,8,Watford,33,17,16,13,8,12,43,46,-3,48
10,9,Everton,34,17,17,12,8,14,48,47,1,45
9,10,Leicester,34,17,17,13,5,16,44,48,-4,45
14,11,Brighton,34,17,17,13,6,15,39,45,-6,45
13,12,Crystal Palace,33,17,16,12,6,15,42,42,0,44
12,13,Newcastle,34,17,17,11,8,15,33,42,-9,44
8,14,West Ham,33,16,17,12,6,15,42,51,-9,43
11,15,Bournemouth,34,17,17,12,5,17,48,61,-13,43
16,16,Burnley,34,17,17,11,6,17,40,60,-20,39
15,17,Southampton,33,17,16,7,9,17,35,54,-19,33
17,18,Cardiff,34,17,17,8,5,21,29,64,-35,29
18,19,Fulham,34,17,17,5,7,22,33,72,-39,22
19,20,Huddersfield,34,17,17,5,5,24,24,62,-38,20
