,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,8,2,78,21,57,86
1,2,Man City,36,18,18,24,6,6,83,27,56,78
2,3,Spurs,37,19,18,25,2,10,70,40,30,77
4,4,Man Utd,37,19,18,22,8,7,69,44,25,74
3,5,Arsenal,37,18,19,20,8,9,78,54,24,68
5,6,Chelsea,37,18,19,19,7,11,54,40,14,64
6,7,Wolves,36,18,18,15,9,12,50,47,3,54
10,8,Everton,37,18,19,15,8,14,55,47,8,53
9,9,Leicester,36,18,18,15,7,14,50,48,2,52
7,10,Watford,37,19,18,14,8,15,51,58,-7,50
14,11,Brighton,37,19,18,14,7,16,43,50,-7,49
8,12,West Ham,36,18,18,13,7,16,46,56,-10,46
11,13,Bournemouth,37,18,19,13,6,18,52,67,-15,45
13,14,Crystal Palace,37,19,18,11,9,17,44,50,-6,42
15,15,Southampton,36,18,18,10,9,17,41,57,-16,39
12,16,Newcastle,36,18,18,10,8,18,38,50,-12,38
16,17,Burnley,37,19,18,10,7,20,43,69,-26,37
17,18,Cardiff,37,18,19,10,7,20,34,64,-30,37
18,19,Fulham,36,18,18,5,7,24,33,76,-43,22
19,20,Huddersfield,37,18,19,3,6,28,24,71,-47,15
