,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,37,19,18,27,9,1,80,21,59,90
1,2,Man City,38,19,19,29,2,7,98,31,67,89
2,3,Spurs,37,19,18,25,2,10,70,36,34,77
4,4,Man Utd,37,19,18,19,9,9,70,51,19,66
3,5,Arsenal,38,19,19,19,8,11,75,57,18,65
5,6,Chelsea,38,19,19,18,8,12,57,47,10,62
7,7,Watford,37,19,18,16,9,12,58,50,8,57
6,8,Wolves,37,18,19,15,11,11,44,40,4,56
9,9,Leicester,38,19,19,16,6,16,52,55,-3,54
10,10,Everton,37,18,19,15,7,15,54,49,5,52
11,11,Bournemouth,38,19,19,15,6,17,59,64,-5,51
8,12,West Ham,37,18,19,14,8,15,48,54,-6,50
13,13,Crystal Palace,38,19,19,12,8,18,46,54,-8,44
14,14,Brighton,38,19,19,12,8,18,36,50,-14,44
16,15,Burnley,38,19,19,12,7,19,43,66,-23,43
12,16,Newcastle,38,19,19,10,11,17,38,49,-11,41
15,17,Southampton,37,19,18,9,10,18,43,65,-22,37
17,18,Cardiff,37,18,19,9,6,22,31,68,-37,33
19,19,Huddersfield,37,18,19,6,5,26,22,67,-45,23
18,20,Fulham,38,19,19,4,6,28,33,83,-50,18
