,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,38,19,19,26,9,3,80,22,58,87
1,2,Man City,38,19,19,27,4,7,91,31,60,85
3,3,Arsenal,38,19,19,24,7,7,81,52,29,80
2,4,Spurs,38,19,19,24,3,11,72,44,28,75
4,5,Man Utd,38,19,19,21,8,9,72,49,23,73
5,6,Chelsea,38,19,19,20,9,9,61,45,16,70
6,7,Wolves,38,19,19,12,9,17,44,51,-7,58
9,8,Leicester,38,19,19,16,8,14,55,48,7,57
7,9,Watford,37,19,18,14,8,15,48,54,-6,51
10,10,Everton,38,19,19,13,10,15,52,50,2,50
8,11,West Ham,37,18,19,13,8,16,49,55,-6,48
11,12,Bournemouth,38,19,19,13,7,18,54,71,-17,48
15,13,Southampton,38,19,19,12,9,17,44,61,-17,48
14,14,Brighton,38,19,19,13,8,17,46,50,-4,47
12,15,Newcastle,38,19,19,11,10,17,34,49,-15,46
13,16,Crystal Palace,38,19,19,10,9,19,42,50,-8,41
16,17,Burnley,38,19,19,10,8,20,44,70,-26,38
17,18,Cardiff,38,19,19,10,7,21,37,72,-35,37
18,19,Fulham,38,19,19,9,7,22,44,75,-31,34
19,20,Huddersfield,38,19,19,4,6,28,19,70,-51,18
