,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,27,3,6,90,27,63,84
0,2,Liverpool,36,18,18,25,8,3,79,22,57,83
3,3,Arsenal,37,18,19,23,7,7,78,50,28,77
2,4,Spurs,37,19,18,24,2,11,71,43,28,74
4,5,Man Utd,36,18,18,20,7,9,66,48,18,69
5,6,Chelsea,36,18,18,19,8,9,57,43,14,66
6,7,Wolves,36,18,18,12,9,15,43,48,-5,58
9,8,Leicester,36,18,18,15,7,14,50,46,4,53
7,9,Watford,36,18,18,14,8,14,48,52,-4,51
10,10,Everton,36,18,18,13,8,15,49,47,2,48
8,11,West Ham,36,18,18,13,8,15,47,52,-5,48
14,12,Brighton,37,19,18,13,7,17,45,49,-4,46
12,13,Newcastle,36,18,18,11,9,16,34,44,-10,45
11,14,Bournemouth,37,18,19,12,7,18,51,69,-18,45
15,15,Southampton,36,18,18,10,9,17,40,59,-19,42
13,16,Crystal Palace,37,19,18,10,9,18,40,47,-7,41
16,17,Burnley,36,18,18,10,7,19,40,65,-25,37
17,18,Cardiff,37,18,19,10,6,21,36,71,-35,36
18,19,Fulham,36,18,18,7,7,22,37,74,-37,28
19,20,Huddersfield,36,18,18,4,6,26,19,64,-45,18
