,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,25,9,2,79,23,56,84
1,2,Man City,35,17,18,26,3,6,86,27,59,81
4,3,Man Utd,35,18,17,21,7,7,72,47,25,70
2,4,Spurs,36,18,18,21,5,10,63,39,24,68
3,5,Arsenal,35,17,18,20,6,9,73,51,22,66
5,6,Chelsea,35,17,18,19,9,7,58,38,20,66
6,7,Wolves,36,18,18,14,9,13,44,44,0,51
7,8,Watford,36,18,18,14,9,13,52,56,-4,51
10,9,Everton,36,18,18,14,7,15,53,48,5,49
8,10,West Ham,36,18,18,13,9,14,47,54,-7,48
9,11,Leicester,35,18,17,13,8,14,45,47,-2,47
14,12,Brighton,35,18,17,13,7,15,42,46,-4,46
11,13,Bournemouth,36,18,18,13,6,17,50,67,-17,45
13,14,Crystal Palace,36,18,18,11,7,18,43,51,-8,40
12,15,Newcastle,35,17,18,10,8,17,38,46,-8,38
15,16,Southampton,36,18,18,8,11,17,43,64,-21,35
16,17,Burnley,35,18,17,9,7,19,42,67,-25,34
17,18,Cardiff,36,18,18,9,7,20,34,67,-33,34
18,19,Fulham,36,18,18,6,5,25,35,77,-42,23
19,20,Huddersfield,36,18,18,4,7,25,29,69,-40,19
