,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,29,3,4,93,24,69,90
0,2,Liverpool,36,18,18,25,9,2,82,25,57,84
3,3,Arsenal,35,17,18,22,6,7,77,44,33,72
2,4,Spurs,36,18,18,22,3,11,62,38,24,69
5,5,Chelsea,36,18,18,21,6,9,64,41,23,69
4,6,Man Utd,36,18,18,19,9,8,67,48,19,66
7,7,Watford,36,18,18,16,8,12,56,54,2,56
11,8,Bournemouth,36,18,18,14,7,15,52,61,-9,49
6,9,Wolves,36,18,18,13,9,14,49,48,1,48
10,10,Everton,36,18,18,13,9,14,51,51,0,48
9,11,Leicester,35,18,17,14,6,15,47,48,-1,48
14,12,Brighton,36,18,18,11,10,15,40,49,-9,43
8,13,West Ham,36,18,18,12,6,18,46,59,-13,42
13,14,Crystal Palace,36,18,18,11,8,17,43,47,-4,41
12,15,Newcastle,36,18,18,10,9,17,34,48,-14,39
15,16,Southampton,36,18,18,9,12,15,43,58,-15,39
17,17,Cardiff,36,18,18,9,6,21,34,74,-40,33
16,18,Burnley,36,18,18,8,7,21,39,70,-31,31
19,19,Huddersfield,36,18,18,3,9,24,22,63,-41,18
18,20,Fulham,36,18,18,4,6,26,32,83,-51,18
