,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,75,19,56,80
1,2,Man City,32,15,17,25,2,5,83,23,60,77
2,3,Spurs,34,17,17,22,1,11,64,40,24,67
3,4,Arsenal,33,16,17,20,6,7,67,41,26,66
5,5,Chelsea,33,16,17,20,6,7,56,34,22,66
4,6,Man Utd,32,17,15,17,9,6,60,42,18,60
6,7,Wolves,34,17,17,13,11,10,43,40,3,50
7,8,Watford,33,17,16,14,8,11,48,46,2,50
9,9,Leicester,34,17,17,13,6,15,44,47,-3,45
10,10,Everton,34,17,17,12,7,15,45,46,-1,43
8,11,West Ham,33,16,17,12,6,15,43,51,-8,42
11,12,Bournemouth,34,17,17,12,6,16,46,62,-16,42
14,13,Brighton,34,17,17,11,8,15,43,50,-7,41
13,14,Crystal Palace,33,17,16,11,6,16,41,44,-3,39
12,15,Newcastle,34,17,17,10,8,16,34,44,-10,38
16,16,Burnley,34,17,17,9,7,18,37,61,-24,34
15,17,Southampton,34,17,17,7,12,15,38,56,-18,33
17,18,Cardiff,34,17,17,9,5,20,30,61,-31,32
18,19,Fulham,34,17,17,5,5,24,30,75,-45,20
19,20,Huddersfield,34,17,17,3,5,26,19,64,-45,14
