,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,37,19,18,28,8,1,88,22,66,92
1,2,Man City,38,19,19,28,3,7,95,34,61,87
3,3,Arsenal,38,19,19,23,7,8,73,44,29,76
2,4,Spurs,37,19,18,23,2,12,70,48,22,71
4,5,Man Utd,37,19,18,19,11,7,71,48,23,68
5,6,Chelsea,37,18,19,20,8,9,60,43,17,68
6,7,Wolves,37,18,19,13,13,11,46,44,2,52
7,8,Watford,37,19,18,14,10,13,49,50,-1,52
14,9,Brighton,38,19,19,14,9,15,48,50,-2,51
10,10,Everton,37,18,19,14,7,16,48,50,-2,49
8,11,West Ham,37,18,19,14,7,16,49,55,-6,49
11,12,Bournemouth,37,18,19,13,8,16,52,65,-13,47
9,13,Leicester,37,19,18,13,6,18,47,57,-10,45
13,14,Crystal Palace,37,19,18,12,6,19,46,48,-2,42
16,15,Burnley,38,19,19,11,8,19,42,65,-23,41
12,16,Newcastle,37,18,19,10,9,18,34,49,-15,39
15,17,Southampton,37,19,18,7,14,16,39,58,-19,35
17,18,Cardiff,37,18,19,9,5,23,31,69,-38,32
18,19,Fulham,37,19,18,6,7,24,34,78,-44,25
19,20,Huddersfield,37,18,19,4,6,27,22,67,-45,18
