,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,25,8,1,80,22,58,83
1,2,Man City,34,16,18,26,3,5,88,27,61,81
3,3,Arsenal,35,17,18,22,6,7,69,41,28,72
2,4,Spurs,35,18,17,22,2,11,68,44,24,68
5,5,Chelsea,34,17,17,20,6,8,59,39,20,66
4,6,Man Utd,34,18,16,18,10,6,66,45,21,64
6,7,Wolves,35,17,18,13,11,11,43,41,2,50
7,8,Watford,35,18,17,14,8,13,48,49,-1,50
8,9,West Ham,35,17,18,13,7,15,48,54,-6,46
9,10,Leicester,35,18,17,13,6,16,45,50,-5,45
14,11,Brighton,35,18,17,12,8,15,44,50,-6,44
10,12,Everton,35,17,18,12,7,16,46,50,-4,43
11,13,Bournemouth,35,17,18,12,7,16,47,63,-16,43
13,14,Crystal Palace,35,18,17,11,6,18,41,46,-5,39
12,15,Newcastle,35,17,18,10,9,16,34,44,-10,39
15,16,Southampton,35,18,17,7,13,15,38,56,-18,34
16,17,Burnley,34,17,17,9,7,18,37,61,-24,34
17,18,Cardiff,34,17,17,9,5,20,30,61,-31,32
18,19,Fulham,35,18,17,5,6,24,31,76,-45,21
19,20,Huddersfield,35,17,18,4,5,26,21,64,-43,17
