,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,29,3,4,97,25,72,90
0,2,Liverpool,36,18,18,26,8,2,79,21,58,86
2,3,Spurs,36,18,18,23,4,9,67,37,30,73
3,4,Arsenal,35,17,18,21,6,8,68,47,21,69
5,5,Chelsea,36,18,18,20,8,8,58,37,21,68
4,6,Man Utd,36,18,18,18,8,10,64,51,13,62
7,7,Watford,36,18,18,15,9,12,49,48,1,54
6,8,Wolves,36,18,18,15,8,13,46,44,2,53
9,9,Leicester,35,18,17,15,6,14,47,44,3,51
8,10,West Ham,36,18,18,14,8,14,46,51,-5,50
10,11,Everton,36,18,18,14,7,15,49,47,2,49
14,12,Brighton,36,18,18,12,7,17,42,51,-9,43
11,13,Bournemouth,36,18,18,11,7,18,48,68,-20,40
12,14,Newcastle,36,18,18,10,8,18,36,49,-13,38
16,15,Burnley,36,18,18,10,8,18,42,66,-24,38
15,16,Southampton,36,18,18,9,10,17,40,60,-20,37
13,17,Crystal Palace,36,18,18,10,6,20,43,52,-9,36
17,18,Cardiff,36,18,18,8,7,21,33,71,-38,31
18,19,Fulham,36,18,18,5,6,25,34,75,-41,21
19,20,Huddersfield,36,18,18,4,6,26,20,64,-44,18
