,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,37,19,18,28,8,1,85,20,65,92
1,2,Man City,37,18,19,29,4,4,92,26,66,91
3,3,Arsenal,37,18,19,21,8,8,78,49,29,71
2,4,Spurs,37,19,18,23,2,12,65,41,24,71
4,5,Man Utd,37,19,18,20,10,7,68,49,19,70
5,6,Chelsea,37,18,19,19,9,9,59,40,19,66
10,7,Everton,37,18,19,15,8,14,56,50,6,53
7,8,Watford,37,19,18,15,8,14,54,54,0,53
6,9,Wolves,37,18,19,14,9,14,43,44,-1,51
9,10,Leicester,37,19,18,14,7,16,49,53,-4,49
8,11,West Ham,37,18,19,13,9,15,48,54,-6,48
11,12,Bournemouth,37,18,19,14,6,17,55,65,-10,48
12,13,Newcastle,37,18,19,13,8,16,39,46,-7,47
13,14,Crystal Palace,37,19,18,11,6,20,43,49,-6,39
14,15,Brighton,37,19,18,10,9,18,37,52,-15,39
17,16,Cardiff,37,18,19,10,5,22,34,68,-34,35
16,17,Burnley,37,19,18,9,7,21,39,69,-30,34
15,18,Southampton,37,19,18,7,12,18,38,63,-25,33
18,19,Fulham,37,19,18,6,6,25,33,81,-48,24
19,20,Huddersfield,37,18,19,6,5,26,24,66,-42,23
