,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,8,1,82,20,62,89
1,2,Man City,35,17,18,28,3,4,89,25,64,87
3,3,Arsenal,35,17,18,20,7,8,74,46,28,67
2,4,Spurs,35,18,17,21,2,12,60,39,21,65
4,5,Man Utd,35,18,17,18,10,7,64,47,17,64
5,6,Chelsea,35,17,18,18,9,8,55,37,18,63
6,7,Wolves,35,17,18,14,9,12,43,40,3,51
7,8,Watford,35,18,17,14,8,13,51,52,-1,50
9,9,Leicester,35,18,17,14,6,15,47,50,-3,48
10,10,Everton,35,17,18,13,8,14,50,49,1,47
11,11,Bournemouth,35,17,18,14,5,16,52,60,-8,47
8,12,West Ham,35,17,18,12,9,14,46,52,-6,45
12,13,Newcastle,35,17,18,12,8,15,38,43,-5,44
14,14,Brighton,35,18,17,10,8,17,35,49,-14,38
13,15,Crystal Palace,35,18,17,10,6,19,39,46,-7,36
17,16,Cardiff,35,17,18,10,5,20,32,62,-30,35
16,17,Burnley,35,18,17,9,7,19,38,63,-25,34
15,18,Southampton,35,18,17,7,11,17,36,60,-24,32
19,19,Huddersfield,36,18,18,6,5,25,24,65,-41,23
18,20,Fulham,35,18,17,4,6,25,30,80,-50,18
