,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,81,21,60,80
0,2,Liverpool,33,17,16,24,8,1,74,20,54,80
2,3,Spurs,34,17,17,23,2,9,69,36,33,71
3,4,Arsenal,33,16,17,19,7,7,68,45,23,64
5,5,Chelsea,33,16,17,18,7,8,52,35,17,61
4,6,Man Utd,32,17,15,17,8,7,61,44,17,59
6,7,Wolves,34,17,17,14,9,11,44,40,4,51
7,8,Watford,33,17,16,13,8,12,48,48,0,47
9,9,Leicester,34,17,17,14,5,15,45,46,-1,47
10,10,Everton,34,17,17,13,7,14,51,48,3,46
8,11,West Ham,33,16,17,12,6,15,44,51,-7,42
14,12,Brighton,34,17,17,11,8,15,39,46,-7,41
11,13,Bournemouth,34,17,17,11,6,17,46,65,-19,39
12,14,Newcastle,34,17,17,10,8,16,34,45,-11,38
15,15,Southampton,34,17,17,9,10,15,36,52,-16,37
13,16,Crystal Palace,33,17,16,10,6,17,38,47,-9,36
16,17,Burnley,34,17,17,9,7,18,40,64,-24,34
17,18,Cardiff,34,17,17,9,4,21,30,63,-33,31
18,19,Fulham,34,17,17,5,5,24,31,75,-44,20
19,20,Huddersfield,34,17,17,4,5,25,20,60,-40,17
