,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,28,7,1,80,20,60,91
1,2,Man City,36,18,18,27,3,6,86,26,60,84
2,3,Spurs,37,19,18,24,1,12,69,42,27,73
3,4,Arsenal,37,18,19,21,6,10,73,51,22,70
5,5,Chelsea,37,18,19,20,8,9,58,37,21,69
4,6,Man Utd,36,18,18,19,9,8,63,45,18,68
6,7,Wolves,36,18,18,15,9,12,48,47,1,67
7,8,Watford,37,19,18,16,9,12,55,51,4,58
13,9,Crystal Palace,37,19,18,15,6,16,47,46,1,53
11,10,Bournemouth,37,18,19,15,5,17,52,61,-9,52
9,11,Leicester,36,18,18,15,5,16,51,49,2,51
10,12,Everton,36,18,18,12,8,16,47,47,0,45
8,13,West Ham,36,18,18,12,8,16,44,58,-14,45
14,14,Brighton,37,19,18,12,8,17,45,55,-10,44
12,15,Newcastle,36,18,18,10,9,17,38,52,-14,42
15,16,Southampton,36,18,18,8,11,17,43,61,-18,38
16,17,Burnley,36,18,18,9,7,20,43,71,-28,34
17,18,Cardiff,37,18,19,8,6,23,32,69,-37,30
18,19,Fulham,36,18,18,7,6,23,35,74,-39,27
19,20,Huddersfield,36,18,18,3,5,28,19,66,-47,14
