,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,31,15,16,25,2,4,82,23,59,77
0,2,Liverpool,31,16,15,23,7,1,70,18,52,76
2,3,Spurs,30,16,14,20,1,9,57,32,25,61
3,4,Arsenal,31,15,16,18,6,7,64,42,22,60
5,5,Chelsea,31,15,16,18,6,7,54,34,20,60
4,6,Man Utd,30,16,14,17,7,6,58,40,18,58
6,7,Wolves,31,15,16,13,8,10,41,37,4,47
7,8,Watford,31,16,15,13,7,11,44,45,-1,46
8,9,West Ham,31,15,16,12,6,13,41,46,-5,42
9,10,Leicester,31,16,15,12,5,14,40,43,-3,41
10,11,Everton,31,15,16,11,7,13,43,42,1,40
11,12,Bournemouth,31,15,16,11,5,15,43,56,-13,38
12,13,Newcastle,31,15,16,9,8,14,31,40,-9,35
13,14,Crystal Palace,30,15,15,9,6,15,36,41,-5,33
14,15,Brighton,31,16,15,9,6,16,35,51,-16,33
17,16,Cardiff,31,15,16,9,4,18,32,59,-27,31
15,17,Southampton,31,16,15,7,9,15,35,52,-17,30
16,18,Burnley,31,16,15,8,6,17,35,59,-24,30
18,19,Fulham,32,16,16,4,5,23,31,73,-42,17
19,20,Huddersfield,31,15,16,3,5,23,18,57,-39,14
