,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,25,7,1,74,18,56,82
1,2,Man City,32,15,17,26,2,4,82,22,60,80
2,3,Spurs,34,17,17,23,1,10,65,35,30,70
3,4,Arsenal,33,16,17,20,6,7,68,47,21,66
5,5,Chelsea,33,16,17,18,7,8,56,39,17,61
4,6,Man Utd,32,17,15,17,7,8,61,45,16,58
7,7,Watford,33,17,16,14,7,12,47,48,-1,49
6,8,Wolves,33,16,17,13,8,12,42,42,0,47
9,9,Leicester,34,17,17,14,5,15,46,47,-1,47
10,10,Everton,34,17,17,13,7,14,54,45,9,46
8,11,West Ham,33,16,17,13,7,13,45,49,-4,46
11,12,Bournemouth,34,17,17,11,6,17,47,62,-15,39
16,13,Burnley,34,17,17,11,6,17,41,61,-20,39
14,14,Brighton,34,17,17,10,8,16,37,49,-12,38
12,15,Newcastle,34,17,17,9,9,16,33,47,-14,36
13,16,Crystal Palace,33,17,16,9,7,17,39,47,-8,34
15,17,Southampton,33,17,16,7,10,16,35,54,-19,31
17,18,Cardiff,34,17,17,9,4,21,30,62,-32,31
19,19,Huddersfield,34,17,17,5,5,24,21,61,-40,20
18,20,Fulham,34,17,17,5,5,24,33,76,-43,20
