,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,25,7,1,73,19,54,82
1,2,Man City,32,15,17,26,2,4,88,23,65,80
2,3,Spurs,34,17,17,21,3,10,63,37,26,66
5,4,Chelsea,33,16,17,19,6,8,55,37,18,63
4,5,Man Utd,32,17,15,18,8,6,64,43,21,62
3,6,Arsenal,33,16,17,18,7,8,67,45,22,61
6,7,Wolves,34,17,17,14,9,11,42,39,3,51
7,8,Watford,33,17,16,14,7,12,48,49,-1,49
9,9,Leicester,34,17,17,14,5,15,43,45,-2,47
10,10,Everton,34,17,17,13,7,14,48,46,2,46
8,11,West Ham,33,16,17,13,6,14,43,47,-4,45
11,12,Bournemouth,34,17,17,12,6,16,45,58,-13,42
12,13,Newcastle,34,17,17,10,9,15,35,43,-8,39
14,14,Brighton,34,17,17,10,8,16,38,50,-12,38
13,15,Crystal Palace,33,17,16,10,7,16,39,43,-4,37
16,16,Burnley,34,17,17,9,6,19,38,63,-25,33
17,17,Cardiff,34,17,17,9,5,20,33,69,-36,32
15,18,Southampton,34,17,17,7,9,18,35,58,-23,30
18,19,Fulham,34,17,17,5,5,24,33,75,-42,20
19,20,Huddersfield,34,17,17,4,6,24,21,62,-41,18
