,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,28,7,1,83,20,63,91
1,2,Man City,36,18,18,27,4,5,92,27,65,85
2,3,Spurs,36,18,18,22,4,10,65,37,28,70
5,4,Chelsea,36,18,18,20,7,9,57,45,12,67
3,5,Arsenal,35,17,18,18,8,9,67,46,21,62
4,6,Man Utd,36,18,18,18,8,10,66,51,15,62
6,7,Wolves,36,18,18,15,10,11,44,39,5,55
7,8,Watford,36,18,18,15,8,13,49,51,-2,53
10,9,Everton,36,18,18,14,8,14,50,47,3,50
9,10,Leicester,35,18,17,15,5,15,45,46,-1,50
8,11,West Ham,36,18,18,14,6,16,47,52,-5,48
12,12,Newcastle,36,18,18,12,9,15,40,44,-4,45
11,13,Bournemouth,36,18,18,12,7,17,49,63,-14,43
13,14,Crystal Palace,36,18,18,10,10,16,41,45,-4,40
14,15,Brighton,36,18,18,10,9,17,38,53,-15,39
16,16,Burnley,36,18,18,10,7,19,41,64,-23,37
15,17,Southampton,36,18,18,8,9,19,39,62,-23,33
17,18,Cardiff,36,18,18,9,6,21,35,72,-37,33
18,19,Fulham,36,18,18,5,7,24,36,78,-42,22
19,20,Huddersfield,36,18,18,4,7,25,21,63,-42,19
