,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,9,1,79,22,57,87
1,2,Man City,36,18,18,27,3,6,90,32,58,84
2,3,Spurs,36,18,18,23,3,10,65,38,27,72
4,4,Man Utd,35,18,17,20,8,7,68,48,20,68
3,5,Arsenal,35,17,18,20,6,9,68,44,24,66
5,6,Chelsea,35,17,18,19,6,10,55,40,15,63
6,7,Wolves,36,18,18,16,8,12,51,44,7,56
7,8,Watford,36,18,18,15,8,13,52,52,0,53
9,9,Leicester,35,18,17,15,5,15,47,47,0,50
10,10,Everton,36,18,18,13,8,15,48,48,0,47
8,11,West Ham,36,18,18,13,7,16,45,50,-5,46
11,12,Bournemouth,36,18,18,13,7,16,56,65,-9,46
14,13,Brighton,36,18,18,13,6,17,44,49,-5,45
13,14,Crystal Palace,36,18,18,11,7,18,46,51,-5,40
16,15,Burnley,36,18,18,11,7,18,42,66,-24,40
12,16,Newcastle,36,18,18,10,8,18,37,53,-16,38
17,17,Cardiff,36,18,18,9,7,20,36,69,-33,34
15,18,Southampton,36,18,18,7,11,18,37,62,-25,32
19,19,Huddersfield,36,18,18,5,5,26,24,63,-39,20
18,20,Fulham,36,18,18,4,7,25,34,81,-47,19
