,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,35,18,17,26,8,1,79,23,56,86
1,2,Man City,34,16,18,26,3,5,87,25,62,81
2,3,Spurs,35,18,17,24,1,10,67,38,29,73
3,4,Arsenal,35,17,18,20,7,8,69,43,26,68
4,5,Man Utd,34,18,16,19,8,7,63,43,20,67
5,6,Chelsea,34,17,17,19,7,8,57,39,18,65
6,7,Wolves,35,17,18,13,10,12,41,42,-1,62
7,8,Watford,35,18,17,17,7,11,54,47,7,59
9,9,Leicester,35,18,17,14,7,14,44,43,1,50
10,10,Everton,35,17,18,13,8,14,50,45,5,48
8,11,West Ham,35,17,18,12,7,16,42,51,-9,44
11,12,Bournemouth,35,17,18,11,8,16,46,62,-16,43
13,13,Crystal Palace,35,18,17,11,7,17,42,49,-7,42
12,14,Newcastle,35,17,18,10,9,16,32,44,-12,42
14,15,Brighton,35,18,17,11,7,17,43,51,-8,40
15,16,Southampton,35,18,17,9,10,16,41,56,-15,40
16,17,Burnley,34,17,17,10,7,17,39,60,-21,37
17,18,Cardiff,35,17,18,8,4,23,29,67,-38,28
18,19,Fulham,35,18,17,4,6,25,33,84,-51,18
19,20,Huddersfield,35,17,18,3,5,27,19,65,-46,14
