,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,31,15,16,25,2,4,80,21,59,77
0,2,Liverpool,32,16,16,23,7,2,71,20,51,76
2,3,Spurs,32,17,15,22,1,9,62,34,28,67
3,4,Arsenal,32,15,17,19,6,7,66,42,24,63
4,5,Man Utd,32,17,15,17,8,7,60,43,17,59
5,6,Chelsea,32,16,16,17,8,7,54,37,17,59
6,7,Wolves,33,16,17,13,8,12,42,41,1,47
7,8,Watford,32,17,15,12,9,11,44,46,-2,45
8,9,West Ham,32,15,17,12,7,13,41,46,-5,43
9,10,Leicester,32,16,16,12,6,14,43,46,-3,42
10,11,Everton,32,16,16,11,8,13,43,42,1,41
11,12,Bournemouth,32,16,16,11,6,15,46,59,-13,39
12,13,Newcastle,32,16,16,10,8,14,32,40,-8,38
14,14,Brighton,32,16,16,10,8,14,38,47,-9,38
13,15,Crystal Palace,32,16,16,9,6,17,37,45,-8,33
16,16,Burnley,32,16,16,9,6,17,36,59,-23,33
15,17,Southampton,32,17,15,7,11,14,36,52,-16,32
17,18,Cardiff,32,15,17,8,5,19,31,62,-31,29
19,19,Huddersfield,32,16,16,4,5,23,19,57,-38,17
18,20,Fulham,32,16,16,4,5,23,29,71,-42,17
