,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,75,21,54,80
1,2,Man City,32,15,17,25,3,4,82,23,59,78
3,3,Arsenal,33,16,17,20,6,7,67,42,25,66
5,4,Chelsea,33,16,17,20,6,7,61,36,25,66
2,5,Spurs,34,17,17,20,3,11,62,39,23,63
4,6,Man Utd,32,17,15,18,8,6,61,42,19,62
6,7,Wolves,33,16,17,13,8,12,43,40,3,47
9,8,Leicester,34,17,17,14,5,15,46,45,1,47
7,9,Watford,33,17,16,12,9,12,45,48,-3,45
8,10,West Ham,33,16,17,13,6,14,44,51,-7,45
11,11,Bournemouth,33,16,17,12,5,16,46,59,-13,41
10,12,Everton,33,16,17,11,7,15,43,45,-2,40
13,13,Crystal Palace,33,17,16,10,7,16,38,43,-5,37
14,14,Brighton,33,17,16,10,7,16,35,46,-11,37
12,15,Newcastle,34,17,17,9,9,16,33,48,-15,36
16,16,Burnley,33,17,16,10,6,17,41,63,-22,36
15,17,Southampton,33,17,16,8,10,15,37,54,-17,34
17,18,Cardiff,33,16,17,8,5,20,29,63,-34,29
19,19,Huddersfield,34,17,17,5,5,24,22,61,-39,20
18,20,Fulham,33,17,16,5,5,23,31,72,-41,20
