,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,83,21,62,80
0,2,Liverpool,33,17,16,23,9,1,74,22,52,78
3,3,Arsenal,32,15,17,20,6,6,69,41,28,66
2,4,Spurs,32,17,15,20,3,9,59,34,25,63
4,5,Man Utd,32,17,15,18,8,6,66,47,19,62
5,6,Chelsea,32,16,16,18,7,7,54,36,18,61
6,7,Wolves,33,16,17,12,9,12,43,45,-2,45
9,8,Leicester,32,16,16,13,5,14,44,46,-2,44
7,9,Watford,32,17,15,12,8,12,46,49,-3,44
10,10,Everton,32,16,16,12,7,13,46,43,3,43
8,11,West Ham,32,15,17,12,6,14,42,49,-7,42
14,12,Brighton,32,16,16,10,8,14,36,44,-8,38
11,13,Bournemouth,32,16,16,11,5,16,46,60,-14,38
13,14,Crystal Palace,32,16,16,9,8,15,37,42,-5,35
12,15,Newcastle,32,16,16,9,8,15,32,43,-11,35
15,16,Southampton,33,17,16,7,12,14,38,54,-16,33
16,17,Burnley,32,16,16,9,6,17,37,59,-22,33
17,18,Cardiff,33,16,17,8,4,21,29,64,-35,28
18,19,Fulham,32,16,16,4,5,23,29,72,-43,17
19,20,Huddersfield,32,16,16,3,6,23,19,58,-39,15
