,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,31,15,16,25,2,4,83,21,62,77
0,2,Liverpool,32,16,16,23,7,2,70,21,49,76
3,3,Arsenal,32,15,17,20,6,6,69,40,29,67
2,4,Spurs,31,17,14,21,1,9,60,32,28,64
5,5,Chelsea,32,16,16,19,6,7,53,33,20,64
4,6,Man Utd,31,16,15,17,8,6,61,43,18,61
6,7,Wolves,32,16,16,12,9,11,39,39,0,58
7,8,Watford,32,17,15,13,8,11,48,49,-1,48
9,9,Leicester,32,16,16,13,5,14,43,44,-1,45
8,10,West Ham,32,15,17,12,7,13,44,49,-5,44
10,11,Everton,32,16,16,11,8,13,46,45,1,42
11,12,Bournemouth,32,16,16,11,5,16,44,59,-15,40
14,13,Brighton,32,16,16,11,6,15,36,46,-10,39
12,14,Newcastle,32,16,16,9,8,15,32,44,-12,38
13,15,Crystal Palace,31,15,16,9,7,15,36,41,-5,36
15,16,Southampton,32,17,15,7,9,16,38,56,-18,33
16,17,Burnley,32,16,16,8,7,17,36,60,-24,31
17,18,Cardiff,32,15,17,8,4,20,27,59,-32,28
18,19,Fulham,32,16,16,4,5,23,29,74,-45,17
19,20,Huddersfield,32,16,16,3,6,23,18,57,-39,15
