,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,29,3,6,97,31,66,90
0,2,Liverpool,37,19,18,25,9,3,76,25,51,84
3,3,Arsenal,38,19,19,22,8,8,78,46,32,75
2,4,Spurs,37,19,18,23,4,10,70,40,30,73
4,5,Man Utd,37,19,18,19,11,7,70,47,23,70
5,6,Chelsea,37,18,19,20,8,9,60,42,18,69
6,7,Wolves,37,18,19,15,10,12,49,47,2,68
7,8,Watford,37,19,18,14,9,14,54,60,-6,52
9,9,Leicester,37,19,18,14,7,16,46,51,-5,50
8,10,West Ham,37,18,19,13,10,14,49,55,-6,50
10,11,Everton,37,18,19,12,12,13,51,49,2,49
12,12,Newcastle,37,18,19,10,12,15,35,46,-11,45
11,13,Bournemouth,37,18,19,11,9,17,52,69,-17,44
13,14,Crystal Palace,37,19,18,10,11,16,42,46,-4,43
14,15,Brighton,38,19,19,11,9,18,41,59,-18,42
15,16,Southampton,37,19,18,9,10,18,45,61,-16,40
16,17,Burnley,38,19,19,10,9,19,46,69,-23,39
17,18,Cardiff,37,18,19,9,5,23,30,68,-38,32
19,19,Huddersfield,37,18,19,5,9,23,24,59,-35,24
18,20,Fulham,37,19,18,5,7,25,33,78,-45,22
