,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,30,4,4,92,25,67,94
0,2,Liverpool,37,19,18,26,8,3,78,23,55,86
2,3,Spurs,37,19,18,25,3,9,67,35,32,78
3,4,Arsenal,38,19,19,22,10,6,80,49,31,77
6,5,Wolves,37,18,19,16,11,10,54,44,10,72
4,6,Man Utd,37,19,18,19,11,7,72,50,22,70
5,7,Chelsea,37,18,19,21,6,10,57,41,16,70
7,8,Watford,37,19,18,15,7,15,51,53,-2,53
8,9,West Ham,37,18,19,14,8,15,49,55,-6,51
12,10,Newcastle,37,18,19,12,10,15,36,43,-7,49
10,11,Everton,37,18,19,12,11,14,54,53,1,48
9,12,Leicester,37,19,18,14,5,18,47,50,-3,48
11,13,Bournemouth,37,18,19,13,5,19,51,68,-17,46
13,14,Crystal Palace,37,19,18,12,7,18,44,49,-5,45
16,15,Burnley,38,19,19,11,9,18,47,68,-21,42
15,16,Southampton,37,19,18,9,9,19,37,57,-20,39
14,17,Brighton,38,19,19,9,7,22,36,58,-22,34
17,18,Cardiff,37,18,19,9,5,23,31,69,-38,32
19,19,Huddersfield,37,18,19,6,5,26,22,62,-40,23
18,20,Fulham,37,19,18,4,5,28,32,85,-53,17
