,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,3,4,85,22,63,84
0,2,Liverpool,34,17,17,24,7,3,73,23,50,79
2,3,Spurs,35,18,17,23,3,9,63,33,30,72
3,4,Arsenal,35,17,18,20,9,6,73,46,27,70
5,5,Chelsea,34,17,17,20,6,8,55,37,18,67
4,6,Man Utd,33,17,16,18,9,6,66,45,21,65
6,7,Wolves,34,17,17,13,11,10,46,42,4,63
7,8,Watford,35,18,17,15,7,13,50,49,1,53
9,9,Leicester,35,18,17,14,5,16,47,46,1,48
8,10,West Ham,35,17,18,13,8,14,47,53,-6,48
10,11,Everton,34,17,17,12,9,13,50,48,2,46
11,12,Bournemouth,35,17,18,13,5,17,50,65,-15,46
12,13,Newcastle,34,17,17,10,9,15,33,43,-10,42
13,14,Crystal Palace,35,18,17,10,7,18,40,48,-8,39
16,15,Burnley,34,17,17,10,7,17,42,63,-21,37
15,16,Southampton,34,17,17,8,9,17,36,55,-19,36
14,17,Brighton,34,17,17,9,7,18,34,49,-15,34
17,18,Cardiff,34,17,17,8,5,21,29,64,-35,29
19,19,Huddersfield,35,17,18,5,5,25,21,60,-39,20
18,20,Fulham,35,18,17,4,5,26,31,80,-49,17
