,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,7,2,73,20,53,79
1,2,Man City,32,15,17,25,3,4,82,23,59,78
2,3,Spurs,33,17,16,21,2,10,62,36,26,65
3,4,Arsenal,33,16,17,19,7,7,66,42,24,64
4,5,Man Utd,32,17,15,19,7,6,62,42,20,64
5,6,Chelsea,33,16,17,19,7,7,59,39,20,64
6,7,Wolves,33,16,17,14,8,11,41,38,3,50
7,8,Watford,33,17,16,12,9,12,45,48,-3,45
9,9,Leicester,34,17,17,13,6,15,45,48,-3,45
10,10,Everton,33,16,17,12,8,13,46,43,3,44
8,11,West Ham,33,16,17,12,7,14,42,49,-7,43
11,12,Bournemouth,33,16,17,12,6,15,47,58,-11,42
12,13,Newcastle,34,17,17,10,9,15,39,43,-4,39
13,14,Crystal Palace,33,17,16,10,7,16,39,49,-10,37
14,15,Brighton,33,17,16,10,7,16,38,51,-13,37
15,16,Southampton,33,17,16,8,11,14,40,55,-15,35
16,17,Burnley,33,17,16,8,7,18,36,61,-25,31
17,18,Cardiff,33,16,17,8,4,21,30,64,-34,28
18,19,Fulham,33,17,16,4,7,22,32,73,-41,19
19,20,Huddersfield,33,16,17,3,5,25,19,61,-42,14
