,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,32,16,16,24,7,1,73,18,55,79
1,2,Man City,31,15,16,25,2,4,81,21,60,77
3,3,Arsenal,32,15,17,19,7,6,68,43,25,65
5,4,Chelsea,32,16,16,19,6,7,54,33,21,64
6,5,Wolves,33,16,17,14,9,10,47,40,7,64
4,6,Man Utd,32,17,15,18,7,7,61,44,17,63
2,7,Spurs,32,17,15,20,1,11,57,37,20,61
7,8,Watford,32,17,15,13,7,12,47,47,0,47
9,9,Leicester,32,16,16,13,5,14,44,45,-1,45
8,10,West Ham,32,15,17,12,7,13,42,47,-5,44
10,11,Everton,32,16,16,11,8,13,44,43,1,42
13,12,Crystal Palace,32,16,16,11,6,15,40,41,-1,41
11,13,Bournemouth,32,16,16,11,5,16,45,60,-15,40
12,14,Newcastle,32,16,16,9,8,15,32,42,-10,38
14,15,Brighton,32,16,16,10,7,15,36,46,-10,37
15,16,Southampton,32,17,15,7,9,16,36,57,-21,33
16,17,Burnley,32,16,16,8,6,18,35,62,-27,30
17,18,Cardiff,32,15,17,8,5,19,28,60,-32,29
18,19,Fulham,32,16,16,4,5,23,29,72,-43,17
19,20,Huddersfield,32,16,16,3,5,24,18,59,-41,14
