,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,23,9,1,74,22,52,78
1,2,Man City,31,15,16,25,2,4,82,21,61,77
3,3,Arsenal,32,15,17,20,6,6,67,39,28,67
5,4,Chelsea,32,16,16,19,6,7,52,33,19,64
4,5,Man Utd,32,17,15,18,7,7,59,41,18,63
6,6,Wolves,33,16,17,14,8,11,42,40,2,63
2,7,Spurs,32,17,15,20,2,10,60,37,23,62
9,8,Leicester,32,16,16,13,5,14,41,43,-2,45
10,9,Everton,32,16,16,12,7,13,47,45,2,44
7,10,Watford,32,17,15,12,7,13,42,48,-6,44
8,11,West Ham,32,15,17,12,6,14,44,50,-6,43
15,12,Southampton,33,17,16,9,10,14,40,52,-12,40
11,13,Bournemouth,32,16,16,11,5,16,43,57,-14,40
13,14,Crystal Palace,32,16,16,10,7,15,39,42,-3,39
12,15,Newcastle,32,16,16,9,8,15,31,41,-10,38
14,16,Brighton,32,16,16,10,6,16,35,45,-10,36
16,17,Burnley,32,16,16,8,6,18,36,62,-26,30
17,18,Cardiff,32,15,17,8,4,20,28,61,-33,28
18,19,Fulham,32,16,16,4,5,23,29,73,-44,17
19,20,Huddersfield,32,16,16,3,6,23,18,57,-39,15
