,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,28,3,5,92,24,68,87
0,2,Liverpool,36,18,18,25,10,1,81,26,55,85
3,3,Arsenal,35,17,18,21,6,8,75,44,31,70
4,4,Man Utd,36,18,18,20,8,8,63,45,18,70
6,5,Wolves,36,18,18,16,8,12,47,45,2,69
2,6,Spurs,36,18,18,22,2,12,68,43,25,68
5,7,Chelsea,36,18,18,19,7,10,58,43,15,65
7,8,Watford,36,18,18,15,8,13,52,51,1,54
10,9,Everton,36,18,18,14,8,14,51,47,4,51
9,10,Leicester,35,18,17,14,7,14,45,46,-1,50
11,11,Bournemouth,36,18,18,13,6,17,52,64,-12,47
12,12,Newcastle,36,18,18,11,9,16,36,44,-8,45
8,13,West Ham,36,18,18,12,8,16,49,59,-10,45
15,14,Southampton,36,18,18,9,11,16,43,58,-15,41
13,15,Crystal Palace,36,18,18,10,8,18,41,53,-12,40
14,16,Brighton,36,18,18,11,7,18,39,51,-12,40
16,17,Burnley,36,18,18,11,6,19,45,67,-22,39
17,18,Cardiff,36,18,18,8,4,24,33,76,-43,28
18,19,Fulham,36,18,18,6,6,24,35,79,-44,24
19,20,Huddersfield,36,18,18,4,8,24,24,64,-40,20
