,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,8,1,85,22,63,89
1,2,Man City,36,18,18,27,3,6,89,28,61,84
3,3,Arsenal,37,18,19,21,9,7,79,50,29,73
4,4,Man Utd,37,19,18,20,9,8,70,50,20,71
2,5,Spurs,37,19,18,22,2,13,69,46,23,68
5,6,Chelsea,37,18,19,19,9,9,56,42,14,67
6,7,Wolves,36,18,18,15,8,13,48,46,2,66
7,8,Watford,37,19,18,14,11,12,48,49,-1,54
8,9,West Ham,36,18,18,15,7,14,49,50,-1,53
9,10,Leicester,36,18,18,13,9,14,47,48,-1,49
13,11,Crystal Palace,37,19,18,12,9,16,47,50,-3,47
11,12,Bournemouth,37,18,19,13,6,18,51,72,-21,47
10,13,Everton,37,18,19,12,9,16,50,52,-2,46
14,14,Brighton,37,19,18,12,10,15,46,49,-3,46
12,15,Newcastle,36,18,18,10,9,17,35,48,-13,42
15,16,Southampton,36,18,18,9,11,16,44,61,-17,41
17,17,Cardiff,37,18,19,9,7,21,37,68,-31,34
16,18,Burnley,37,19,18,8,7,22,40,73,-33,31
18,19,Fulham,36,18,18,6,6,24,33,73,-40,24
19,20,Huddersfield,37,18,19,3,9,25,20,66,-46,18
