,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,7,2,71,20,51,79
1,2,Man City,32,15,17,25,2,5,82,24,58,77
2,3,Spurs,32,17,15,21,1,10,59,33,26,64
3,4,Arsenal,32,15,17,19,7,6,67,42,25,64
4,5,Man Utd,32,17,15,18,8,6,60,41,19,62
5,6,Chelsea,32,16,16,18,7,7,52,34,18,61
6,7,Wolves,33,16,17,12,9,12,39,39,0,45
8,8,West Ham,32,15,17,13,6,13,44,48,-4,45
9,9,Leicester,32,16,16,13,5,14,42,44,-2,44
7,10,Watford,32,17,15,12,8,12,43,46,-3,44
10,11,Everton,32,16,16,11,7,14,45,45,0,40
14,12,Brighton,32,16,16,11,6,15,37,43,-6,39
11,13,Bournemouth,32,16,16,11,5,16,44,58,-14,38
13,14,Crystal Palace,32,16,16,10,7,15,37,41,-4,37
12,15,Newcastle,32,16,16,9,8,15,33,43,-10,35
15,16,Southampton,33,17,16,8,9,16,35,53,-18,33
16,17,Burnley,32,16,16,9,6,17,36,59,-23,33
17,18,Cardiff,33,16,17,8,5,20,29,64,-35,29
18,19,Fulham,32,16,16,5,5,22,31,70,-39,20
19,20,Huddersfield,32,16,16,3,6,23,18,57,-39,15
