,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,2,5,90,26,64,83
0,2,Liverpool,34,17,17,25,8,1,75,19,56,83
2,3,Spurs,35,18,17,23,1,11,63,38,25,70
4,4,Man Utd,34,18,16,20,7,7,67,45,22,69
6,5,Wolves,35,17,18,15,8,12,49,45,4,66
3,6,Arsenal,35,17,18,18,8,9,71,53,18,63
5,7,Chelsea,34,17,17,18,7,9,52,39,13,62
7,8,Watford,35,18,17,15,8,12,53,52,1,54
10,9,Everton,35,17,18,13,8,14,55,48,7,48
9,10,Leicester,35,18,17,13,7,15,45,48,-3,47
8,11,West Ham,35,17,18,12,8,15,42,49,-7,45
12,12,Newcastle,35,17,18,11,9,15,39,47,-8,45
11,13,Bournemouth,35,17,18,12,6,17,45,64,-19,44
13,14,Crystal Palace,35,18,17,11,7,17,43,48,-5,42
15,15,Southampton,35,18,17,8,12,15,41,57,-16,39
14,16,Brighton,35,18,17,10,8,17,40,51,-11,38
16,17,Burnley,34,17,17,10,6,18,42,62,-20,36
17,18,Cardiff,34,17,17,10,4,20,33,64,-31,34
19,19,Huddersfield,35,17,18,5,5,25,23,61,-38,20
18,20,Fulham,35,18,17,4,5,26,29,81,-52,17
