,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,2,5,85,24,61,83
0,2,Liverpool,34,17,17,25,7,2,76,20,56,82
3,3,Arsenal,35,17,18,23,6,6,77,43,34,76
2,4,Spurs,35,18,17,22,2,11,61,39,22,68
5,5,Chelsea,34,17,17,20,6,8,57,35,22,67
4,6,Man Utd,33,17,16,19,7,7,63,44,19,66
6,7,Wolves,34,17,17,13,9,12,43,44,-1,61
7,8,Watford,35,18,17,15,7,13,53,52,1,53
9,9,Leicester,35,18,17,14,6,15,44,45,-1,49
8,10,West Ham,35,17,18,13,7,15,45,52,-7,47
11,11,Bournemouth,35,17,18,13,5,17,50,65,-15,46
10,12,Everton,34,17,17,11,8,15,46,48,-2,42
12,13,Newcastle,34,17,17,10,9,15,32,41,-9,42
15,14,Southampton,34,17,17,10,9,15,43,54,-11,42
13,15,Crystal Palace,35,18,17,10,6,19,40,48,-8,38
14,16,Brighton,34,17,17,10,8,16,37,49,-12,38
17,17,Cardiff,34,17,17,9,5,20,29,61,-32,32
16,18,Burnley,34,17,17,8,7,19,36,64,-28,31
18,19,Fulham,35,18,17,6,5,24,34,79,-45,23
19,20,Huddersfield,35,17,18,3,5,27,20,64,-44,14
